,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine(in-CC),Power(in-bhp),Colour,Seats,Price,company_name
918,Land Rover Discovery,Delhi,2016,59000.0,Diesel,Automatic,18.0,2993,255.0,Others,7.0,36.75,Land
919,Nissan Micra,Chennai,2013,30000.0,Petrol,Manual,18.44,1198,75.0,Black/Silver,5.0,3.25,Nissan
920,Mahindra XUV500,Chennai,2016,89000.0,Diesel,Manual,16.0,2179,140.0,Others,7.0,13.5,Mahindra
921,Ford Fiesta,Hyderabad,2007,145277.0,Petrol,Manual,15.3,1596,101.0,White,5.0,1.65,Ford
922,Toyota Innova,Hyderabad,2017,52000.0,Diesel,Manual,13.68,2393,147.8,Others,8.0,17.5,Toyota
923,Renault KWID,Kochi,2019,7858.0,Petrol,Manual,25.17,799,53.3,Black/Silver,5.0,3.8,Renault
924,Volkswagen Polo,Delhi,2015,60007.0,Petrol,Automatic,17.21,1798,189.0,White,4.0,4.5,Volkswagen
925,Renault Duster,Pune,2012,135000.0,Diesel,Manual,19.01,1461,108.45,Others,5.0,5.4,Renault
926,Honda City,Delhi,2009,52000.0,Petrol,Manual,17.8,1497,117.3,White,5.0,3.25,Honda
927,Hyundai i10,Delhi,2011,62000.0,Petrol,Manual,19.81,1086,68.05,Black/Silver,5.0,2.1,Hyundai
928,Jaguar XF,Delhi,2012,16000.0,Diesel,Automatic,16.36,2179,187.7,Others,5.0,32.0,Jaguar
929,Tata Indigo,Pune,2006,160000.0,Diesel,Manual,17.0,1405,70.0,Others,5.0,1.0,Tata
930,Maruti Alto,Hyderabad,2011,78000.0,Petrol,Manual,20.92,998,67.1,Others,5.0,2.3,Maruti
931,Maruti Ciaz,Mumbai,2015,48823.0,Petrol,Manual,20.73,1373,91.1,White,5.0,6.35,Maruti
932,Mercedes-Benz New,Mumbai,2010,39000.0,Diesel,Automatic,14.84,2143,170.0,White,5.0,9.5,Mercedes-Benz
933,Toyota Fortuner,Delhi,2011,75000.0,Diesel,Manual,11.5,2982,171.0,Others,7.0,10.85,Toyota
935,Hyundai i20,Coimbatore,2018,15985.0,Petrol,Manual,18.6,1197,81.83,White,5.0,7.77,Hyundai
936,Volkswagen Vento,Chennai,2011,173000.0,Diesel,Manual,20.54,1598,103.6,Others,5.0,4.0,Volkswagen
937,Maruti Swift,Jaipur,2015,64424.0,Diesel,Manual,25.2,1248,74.0,Others,5.0,5.6,Maruti
938,Maruti Esteem,Ahmedabad,2005,81000.0,Petrol,Manual,15.9,1298,85.0,Black/Silver,5.0,0.75,Maruti
939,Hyundai i20,Coimbatore,2016,44487.0,Diesel,Manual,22.54,1396,88.73,White,5.0,7.3,Hyundai
940,Volkswagen Polo,Jaipur,2015,66000.0,Diesel,Manual,20.14,1498,88.0,Others,5.0,4.91,Volkswagen
941,Maruti Alto,Chennai,2008,68000.0,Petrol,Manual,19.7,796,46.3,Others,5.0,1.2,Maruti
942,Ford Endeavour,Coimbatore,2017,59636.0,Diesel,Automatic,10.91,3198,197.0,White,7.0,29.2,Ford
943,Maruti Wagon,Kolkata,2014,37000.0,Petrol,Manual,21.5,1197,81.8,Black/Silver,5.0,2.8,Maruti
944,Mercedes-Benz New,Chennai,2011,90000.0,Diesel,Automatic,14.84,2143,167.62,White,5.0,13.9,Mercedes-Benz
945,Mercedes-Benz M-Class,Bangalore,2014,33000.0,Diesel,Automatic,0.0,2987,165.0,Black/Silver,5.0,43.0,Mercedes-Benz
946,Land Rover Range,Bangalore,2014,56000.0,Diesel,Automatic,12.7,2179,187.7,White,5.0,34.5,Land
947,Maruti Wagon,Jaipur,2013,62700.0,Petrol,Manual,20.51,998,67.04,Others,5.0,2.85,Maruti
948,Skoda Superb,Pune,2010,35102.0,Petrol,Automatic,12.6,1798,161.6,Black/Silver,5.0,5.5,Skoda
949,Maruti Baleno,Delhi,2016,21000.0,Petrol,Manual,21.4,1197,83.1,White,5.0,6.21,Maruti
950,Jaguar XF,Pune,2014,55001.0,Diesel,Automatic,16.36,2179,187.7,Black/Silver,5.0,31.0,Jaguar
951,Maruti Wagon,Hyderabad,2012,52618.0,Petrol,Manual,18.9,998,67.1,Black/Silver,5.0,3.2,Maruti
952,Hyundai Verna,Ahmedabad,2013,75000.0,Diesel,Manual,16.8,1493,110.0,White,5.0,6.0,Hyundai
953,Renault KWID,Kochi,2018,18335.0,Petrol,Manual,21.7,999,67.0,Others,5.0,4.5,Renault
954,Nissan Sunny,Chennai,2013,107000.0,Petrol,Manual,16.95,1498,97.7,Others,5.0,2.9,Nissan
955,Honda City,Kochi,2012,63998.0,Petrol,Automatic,17.0,1497,118.0,White,5.0,5.42,Honda
956,Mercedes-Benz New,Coimbatore,2018,27467.0,Diesel,Automatic,19.27,2143,167.62,White,5.0,39.05,Mercedes-Benz
957,Mahindra XUV500,Coimbatore,2015,65100.0,Diesel,Manual,15.1,2179,140.0,Others,7.0,8.36,Mahindra
958,Maruti Vitara,Coimbatore,2017,21789.0,Diesel,Manual,24.3,1248,88.5,Others,5.0,9.88,Maruti
959,Renault Scala,Kolkata,2013,40000.0,Diesel,Manual,21.64,1461,84.8,White,5.0,4.0,Renault
960,Tata Indigo,Chennai,2015,75000.0,CNG,Manual,24.6,1193,55.23,Black/Silver,5.0,3.25,Tata
961,Maruti Alto,Kolkata,2009,68078.0,Petrol,Manual,19.7,796,46.3,Others,5.0,1.02,Maruti
962,Mahindra XUV500,Mumbai,2016,41000.0,Diesel,Automatic,16.0,2179,140.0,White,7.0,13.75,Mahindra
963,Maruti Dzire,Chennai,2017,19000.0,Diesel,Automatic,28.4,1248,73.75,Black/Silver,5.0,8.9,Maruti
964,Hyundai Grand,Pune,2010,45252.0,Petrol,Manual,18.9,1197,81.86,Others,5.0,2.25,Hyundai
965,Maruti Ritz,Pune,2013,77000.0,Diesel,Manual,23.2,1248,73.94,Others,5.0,3.65,Maruti
966,Hyundai Xcent,Pune,2017,73000.0,Diesel,Manual,24.4,1120,71.0,Black/Silver,5.0,4.5,Hyundai
967,Toyota Etios,Kolkata,2014,45000.0,Diesel,Manual,23.59,1364,67.05,Black/Silver,5.0,3.25,Toyota
968,Toyota Etios,Delhi,2013,84000.0,Diesel,Manual,23.59,1364,67.04,Black/Silver,5.0,3.85,Toyota
969,Hyundai Verna,Jaipur,2008,170000.0,Diesel,Manual,16.8,1493,110.0,Others,5.0,1.5,Hyundai
970,Hyundai Elite,Kolkata,2018,6820.0,Diesel,Manual,22.54,1396,88.76,Others,5.0,7.65,Hyundai
971,Volkswagen Polo,Kolkata,2012,35175.0,Diesel,Manual,22.07,1199,73.9,White,5.0,2.59,Volkswagen
972,Hyundai Elantra,Mumbai,2013,51000.0,Diesel,Automatic,19.5,1582,126.24,Others,5.0,8.75,Hyundai
973,Honda Mobilio,Kochi,2016,67376.0,Diesel,Manual,24.5,1498,98.6,White,7.0,6.5,Honda
974,Maruti Swift,Hyderabad,2018,31025.0,Diesel,Manual,28.4,1248,74.0,White,5.0,7.15,Maruti
975,Maruti Ritz,Pune,2014,25000.0,Petrol,Manual,18.5,1197,85.8,Others,5.0,3.5,Maruti
976,Volkswagen Polo,Pune,2017,54000.0,Petrol,Manual,16.2,1199,74.0,Black/Silver,5.0,6.0,Volkswagen
978,Mahindra XUV500,Kochi,2014,49663.0,Diesel,Manual,15.1,2179,140.0,Black/Silver,7.0,8.42,Mahindra
979,Honda City,Chennai,2011,93982.0,Petrol,Manual,17.0,1497,118.0,Black/Silver,5.0,3.75,Honda
980,Volkswagen Polo,Delhi,2016,27000.0,Petrol,Manual,18.78,999,74.0,Black/Silver,5.0,4.5,Volkswagen
981,Hyundai Santro,Kolkata,2010,35008.0,Petrol,Manual,17.92,1086,62.1,Others,5.0,1.36,Hyundai
982,Ford Figo,Hyderabad,2012,70337.0,Diesel,Manual,20.0,1399,68.0,Others,5.0,2.8,Ford
983,Honda Mobilio,Chennai,2015,65000.0,Diesel,Manual,24.2,1498,98.6,Others,7.0,5.5,Honda
984,Hyundai i20,Chennai,2012,50000.0,Petrol,Manual,17.0,1197,80.0,White,5.0,4.0,Hyundai
985,BMW 6,Delhi,2013,21000.0,Diesel,Automatic,17.54,2993,313.0,Black/Silver,4.0,44.0,BMW
986,Honda City,Mumbai,2014,57000.0,Petrol,Manual,17.0,1497,118.0,White,5.0,5.48,Honda
987,Maruti Zen,Mumbai,2009,47000.0,Petrol,Manual,19.0,998,67.1,Black/Silver,5.0,1.46,Maruti
988,Tata Sumo,Bangalore,2014,66000.0,Diesel,Manual,15.3,2956,83.8,Others,7.0,4.45,Tata
989,Volkswagen Vento,Pune,2011,42000.0,Petrol,Automatic,14.4,1598,103.6,Others,5.0,3.4,Volkswagen
990,Volkswagen Vento,Pune,2012,61000.0,Petrol,Automatic,14.4,1598,103.6,White,5.0,3.75,Volkswagen
991,Maruti Swift,Hyderabad,2014,123900.0,Diesel,Manual,19.3,1248,73.9,Others,5.0,5.4,Maruti
992,Maruti Swift,Chennai,2014,35000.0,Diesel,Manual,22.9,1248,74.0,Others,5.0,5.25,Maruti
993,Force One,Kolkata,2014,41000.0,Diesel,Manual,17.0,2200,139.01,White,7.0,8.0,Force
994,Honda Amaze,Delhi,2013,89429.0,Diesel,Manual,25.8,1498,98.6,Black/Silver,5.0,3.65,Honda
995,Toyota Innova,Bangalore,2012,70704.0,Petrol,Manual,11.25,2694,163.7,White,7.0,10.95,Toyota
996,Maruti Ertiga,Hyderabad,2012,82085.0,Diesel,Manual,20.77,1248,88.76,Black/Silver,7.0,6.5,Maruti
997,Volkswagen Polo,Jaipur,2014,82621.0,Diesel,Manual,20.14,1498,88.8,White,5.0,4.42,Volkswagen
998,Hyundai Verna,Kochi,2017,19387.0,Petrol,Manual,17.1,1591,121.3,Others,5.0,8.42,Hyundai
999,Skoda Rapid,Ahmedabad,2015,60001.0,Diesel,Automatic,21.66,1498,103.52,Others,5.0,7.25,Skoda
1000,Maruti Swift,Pune,2008,64000.0,Petrol,Manual,17.5,1298,85.8,White,5.0,2.85,Maruti
1001,Honda Amaze,Bangalore,2013,44000.0,Petrol,Manual,18.0,1198,86.7,Others,5.0,4.35,Honda
1002,Tata Indica,Hyderabad,2014,67000.0,Diesel,Manual,22.3,1248,74.0,Black/Silver,5.0,2.5,Tata
1003,Honda City,Hyderabad,2011,66276.0,Petrol,Manual,17.0,1497,118.0,Others,5.0,5.5,Honda
1004,Tata Indica,Hyderabad,2012,137800.0,Diesel,Manual,22.3,1248,74.0,Black/Silver,5.0,2.2,Tata
1005,Maruti Eeco,Coimbatore,2013,54885.0,Petrol,Manual,15.1,1196,73.0,Others,7.0,3.75,Maruti
1006,Maruti Swift,Mumbai,2012,83000.0,Petrol,Manual,17.5,1197,85.8,Others,5.0,3.25,Maruti
1007,Hyundai Verna,Coimbatore,2016,37882.0,Diesel,Manual,22.32,1582,126.3,Black/Silver,5.0,9.19,Hyundai
1008,Maruti Wagon,Kolkata,2012,40000.0,Petrol,Manual,18.9,998,67.1,White,5.0,2.35,Maruti
1009,Mini Cooper,Delhi,2012,18000.0,Petrol,Automatic,13.6,1598,181.0,Black/Silver,4.0,22.0,Mini
1010,Volkswagen Vento,Mumbai,2011,45000.0,Petrol,Automatic,14.4,1598,103.6,White,5.0,3.35,Volkswagen
1011,Audi Q3,Jaipur,2014,65000.0,Diesel,Automatic,15.73,1968,174.33,White,5.0,21.5,Audi
1012,Mahindra XUV500,Kochi,2013,61591.0,Diesel,Manual,16.0,2179,140.0,Others,7.0,6.82,Mahindra
1013,Honda City,Ahmedabad,2014,49000.0,Petrol,Manual,17.4,1497,117.3,White,5.0,6.9,Honda
1014,Ford Endeavour,Hyderabad,2016,68000.0,Diesel,Automatic,10.91,3198,197.0,Black/Silver,7.0,29.5,Ford
1015,Hyundai Xcent,Mumbai,2014,7400.0,Petrol,Manual,19.1,1197,82.0,White,5.0,4.35,Hyundai
1016,Maruti Alto,Kochi,2016,34267.0,Petrol,Manual,22.74,796,47.3,Others,5.0,3.74,Maruti
1017,Tata Tiago,Chennai,2016,5400.0,Petrol,Manual,23.84,1199,84.0,Black/Silver,5.0,3.98,Tata
1018,Maruti Swift,Mumbai,2009,60000.0,Petrol,Manual,17.5,1298,85.8,Others,5.0,2.45,Maruti
1019,Tata Nano,Pune,2013,4700.0,Petrol,Manual,25.4,624,37.48,White,4.0,1.2,Tata
1020,Mahindra XUV500,Mumbai,2015,55729.0,Diesel,Manual,15.1,2179,140.0,White,7.0,9.65,Mahindra
1022,Hyundai EON,Ahmedabad,2015,20000.0,Petrol,Manual,21.1,814,55.2,White,5.0,2.66,Hyundai
1023,Mini Cooper,Coimbatore,2014,45535.0,Diesel,Automatic,23.8,1998,112.0,Others,5.0,19.41,Mini
1024,Ford EcoSport,Bangalore,2015,47037.0,Diesel,Manual,22.77,1498,98.59,Others,5.0,7.0,Ford
1025,BMW X5,Hyderabad,2015,69000.0,Diesel,Automatic,15.97,2993,258.0,Others,5.0,54.0,BMW
1026,Maruti Dzire,Hyderabad,2011,110000.0,Diesel,Manual,28.4,1248,73.75,Others,5.0,4.0,Maruti
1027,Hyundai Grand,Kolkata,2013,29000.0,Petrol,Manual,18.9,1197,82.0,White,5.0,3.2,Hyundai
1028,Tata Indica,Chennai,2012,120000.0,Diesel,Manual,22.3,1248,74.0,Black/Silver,5.0,2.6,Tata
1029,Honda City,Kolkata,2011,45501.0,Petrol,Manual,17.0,1497,118.0,Others,5.0,3.1,Honda
1030,Fiat Linea,Kolkata,2010,39852.0,Petrol,Manual,16.0,1368,90.0,Black/Silver,5.0,1.59,Fiat
1031,Toyota Corolla,Coimbatore,2014,69918.0,Diesel,Manual,21.43,1364,87.2,Others,5.0,9.43,Toyota
1032,Maruti Ciaz,Kochi,2018,39023.0,Diesel,Manual,28.09,1248,88.5,Others,5.0,9.48,Maruti
1033,Tata Zest,Hyderabad,2016,125000.0,Diesel,Manual,22.95,1248,74.0,White,5.0,4.6,Tata
1034,Mahindra Scorpio,Pune,2013,105000.0,Diesel,Manual,12.05,2179,120.0,Others,8.0,7.0,Mahindra
1035,Nissan Sunny,Chennai,2016,18000.0,Petrol,Manual,16.95,1498,97.7,Black/Silver,5.0,7.5,Nissan
1036,Hyundai Grand,Delhi,2016,81605.0,Petrol,Manual,18.9,1197,82.0,White,5.0,4.53,Hyundai
1037,Mercedes-Benz New,Coimbatore,2008,50135.0,Diesel,Manual,15.8,2148,170.0,Black/Silver,5.0,10.36,Mercedes-Benz
1038,Land Rover Freelander,Mumbai,2012,34000.0,Diesel,Automatic,12.39,2179,147.51,Others,5.0,19.25,Land
1039,Honda Amaze,Kochi,2015,61691.0,Diesel,Manual,25.8,1498,98.6,White,5.0,5.38,Honda
1040,Chevrolet Optra,Chennai,2011,55000.0,Diesel,Manual,16.52,1991,123.7,Black/Silver,5.0,3.95,Chevrolet
1041,Fiat Avventura,Mumbai,2015,32000.0,Diesel,Manual,20.5,1248,91.72,Black/Silver,5.0,5.65,Fiat
1042,Maruti Alto,Pune,2003,69966.0,Petrol,Manual,19.7,796,46.3,White,5.0,0.95,Maruti
1043,Maruti Alto,Jaipur,2016,35000.0,Petrol,Manual,24.07,998,67.1,White,5.0,3.0,Maruti
1044,Mahindra Xylo,Hyderabad,2015,169000.0,Diesel,Manual,14.95,2489,93.7,White,7.0,5.0,Mahindra
1045,Mini Cooper,Mumbai,2016,20000.0,Diesel,Automatic,20.7,1496,113.98,White,4.0,23.5,Mini
1046,Mahindra XUV500,Pune,2013,55000.0,Diesel,Manual,15.1,2179,140.0,Others,7.0,8.5,Mahindra
1047,Volkswagen Polo,Pune,2014,68865.0,Diesel,Manual,15.11,1598,103.6,Black/Silver,5.0,4.8,Volkswagen
1048,Nissan Terrano,Hyderabad,2013,65280.0,Diesel,Manual,19.87,1461,83.14,Others,5.0,5.8,Nissan
1049,Maruti Ertiga,Chennai,2015,153000.0,Diesel,Manual,20.77,1248,88.76,White,7.0,4.8,Maruti
1050,Maruti Wagon,Pune,2012,82000.0,Petrol,Manual,18.9,998,67.1,Black/Silver,5.0,2.3,Maruti
1051,Maruti Swift,Kochi,2017,42527.0,Petrol,Manual,20.4,1197,81.8,Black/Silver,5.0,5.27,Maruti
1052,Volkswagen Vento,Chennai,2012,130000.0,Diesel,Manual,20.54,1598,103.6,Black/Silver,5.0,4.75,Volkswagen
1053,Hyundai Creta,Hyderabad,2016,22982.0,Petrol,Automatic,13.0,1591,121.3,Others,5.0,10.95,Hyundai
1054,Mahindra XUV500,Kochi,2014,70963.0,Diesel,Manual,15.1,2179,140.0,Black/Silver,7.0,7.83,Mahindra
1055,Tata Indigo,Ahmedabad,2013,31000.0,Diesel,Manual,25.0,1396,69.01,Others,5.0,2.7,Tata
1056,Mercedes-Benz New,Chennai,2014,25000.0,Diesel,Manual,15.8,2148,170.0,White,5.0,26.0,Mercedes-Benz
1057,Hyundai i20,Mumbai,2010,52000.0,Petrol,Manual,17.0,1197,80.0,Others,5.0,2.8,Hyundai
1058,Audi A4,Bangalore,2013,88000.0,Diesel,Automatic,17.11,1968,174.33,Black/Silver,5.0,16.25,Audi
1059,Toyota Innova,Hyderabad,2017,35358.0,Diesel,Automatic,11.36,2755,171.5,White,7.0,22.99,Toyota
1060,Audi Q7,Delhi,2014,58000.0,Diesel,Automatic,12.07,2967,241.4,Others,7.0,32.0,Audi
1061,Renault Duster,Coimbatore,2017,30090.0,Diesel,Automatic,19.6,1461,108.45,Black/Silver,5.0,11.44,Renault
1062,Volkswagen Polo,Coimbatore,2014,52951.0,Diesel,Manual,20.14,1498,88.0,Black/Silver,5.0,5.65,Volkswagen
1063,Hyundai Verna,Chennai,2013,34620.0,Petrol,Manual,17.01,1591,121.3,Black/Silver,5.0,5.35,Hyundai
1064,Maruti Swift,Pune,2014,42000.0,Petrol,Manual,20.4,1197,81.8,Black/Silver,5.0,3.6,Maruti
1065,Mahindra Verito,Kochi,2012,118683.0,Diesel,Manual,21.0,1461,64.1,Others,5.0,3.19,Mahindra
1066,Mahindra XUV500,Delhi,2015,37000.0,Diesel,Manual,15.1,2179,140.0,Black/Silver,7.0,9.3,Mahindra
1067,Tata Indica,Pune,2012,65000.0,Diesel,Manual,22.3,1248,74.0,Others,5.0,2.5,Tata
1068,Toyota Innova,Kolkata,2011,78088.0,Petrol,Manual,12.4,1998,132.0,Black/Silver,8.0,6.3,Toyota
1069,Maruti Swift,Delhi,2014,56000.0,Diesel,Manual,22.9,1248,74.0,Black/Silver,5.0,4.25,Maruti
1070,Mahindra Xylo,Coimbatore,2016,49176.0,Diesel,Manual,11.68,2498,112.0,Others,8.0,7.46,Mahindra
1071,Hyundai Grand,Chennai,2013,90000.0,Petrol,Manual,18.9,1197,82.0,White,5.0,3.55,Hyundai
1072,Ford Figo,Kochi,2018,24237.0,Petrol,Manual,18.16,1196,86.8,White,5.0,6.7,Ford
1073,Mercedes-Benz A,Delhi,2013,34000.0,Diesel,Automatic,20.0,2143,107.3,Others,5.0,11.0,Mercedes-Benz
1074,Volkswagen Polo,Hyderabad,2015,80000.0,Diesel,Manual,20.14,1498,88.8,White,5.0,5.8,Volkswagen
1075,Maruti Ciaz,Mumbai,2015,51579.0,Petrol,Manual,20.73,1373,91.1,Others,5.0,5.95,Maruti
1076,Honda City,Bangalore,2015,38000.0,Petrol,Manual,17.4,1497,117.3,Black/Silver,5.0,7.8,Honda
1077,Honda City,Jaipur,2017,35000.0,Petrol,Automatic,18.0,1497,117.3,Black/Silver,5.0,7.7,Honda
1078,Skoda Superb,Delhi,2013,82000.0,Petrol,Automatic,13.7,1798,157.75,Others,5.0,7.25,Skoda
1079,Skoda Octavia,Ahmedabad,2015,71826.0,Diesel,Automatic,19.3,1968,141.0,Others,5.0,15.5,Skoda
1080,Ford Ikon,Chennai,2004,129000.0,Petrol,Manual,13.8,1299,70.0,White,5.0,1.5,Ford
1081,Mahindra Scorpio,Bangalore,2014,87000.0,Diesel,Manual,12.05,2179,120.0,Others,7.0,7.4,Mahindra
1082,Renault KWID,Kochi,2017,16542.0,Petrol,Manual,25.17,799,53.3,Others,5.0,3.3,Renault
1083,Maruti Swift,Delhi,2014,56510.0,Petrol,Manual,19.1,1197,85.8,White,5.0,3.9,Maruti
1084,Hyundai i20,Kolkata,2011,37000.0,Diesel,Manual,23.0,1396,90.0,Black/Silver,5.0,2.95,Hyundai
1085,Hyundai Verna,Bangalore,2014,45000.0,Petrol,Manual,17.01,1591,121.3,White,5.0,6.75,Hyundai
1086,Maruti Swift,Pune,2012,75000.0,Diesel,Manual,22.9,1248,74.0,White,5.0,4.35,Maruti
1087,Toyota Corolla,Delhi,2013,64000.0,Petrol,Manual,14.53,1798,138.1,White,5.0,5.2,Toyota
1088,Hyundai Grand,Kolkata,2016,21000.0,Petrol,Manual,18.9,1197,82.0,Others,5.0,3.75,Hyundai
1089,Maruti Swift,Hyderabad,2012,65097.0,Petrol,Manual,19.1,1197,85.8,Others,5.0,4.7,Maruti
1090,Maruti Swift,Kolkata,2013,115195.0,Diesel,Manual,25.2,1248,74.0,White,5.0,3.85,Maruti
1091,Toyota Innova,Hyderabad,2013,83165.0,Diesel,Manual,12.8,2494,102.0,Others,8.0,11.49,Toyota
1092,BMW 5,Ahmedabad,2010,46000.0,Diesel,Automatic,22.48,1995,190.0,White,5.0,16.5,BMW
1093,Toyota Innova,Chennai,2014,194000.0,Diesel,Manual,12.99,2494,100.6,Black/Silver,8.0,10.5,Toyota
1094,Mercedes-Benz E-Class,Pune,2012,100000.0,Petrol,Automatic,10.0,2496,157.7,Others,5.0,11.5,Mercedes-Benz
1095,Skoda Laura,Coimbatore,2014,85071.0,Diesel,Automatic,20.0,1968,138.1,Black/Silver,5.0,9.75,Skoda
1096,Skoda Superb,Hyderabad,2010,54000.0,Petrol,Automatic,0.0,3597,262.6,Black/Silver,5.0,6.0,Skoda
1097,BMW 5,Coimbatore,2011,51602.0,Diesel,Automatic,22.48,1995,190.0,Black/Silver,5.0,17.27,BMW
1098,Honda Jazz,Kochi,2017,36973.0,Petrol,Manual,18.2,1199,88.7,Others,5.0,6.8,Honda
1099,Maruti Eeco,Delhi,2016,126000.0,Petrol,Manual,15.1,1196,73.0,Black/Silver,7.0,2.2,Maruti
1100,Honda City,Mumbai,2007,75000.0,Petrol,Manual,17.7,1497,78.0,White,5.0,1.49,Honda
1101,Maruti SX4,Delhi,2012,82069.0,CNG,Manual,21.4,1586,103.3,Others,5.0,2.65,Maruti
1102,Toyota Innova,Chennai,2012,96000.0,Diesel,Manual,12.99,2494,100.0,Others,7.0,11.5,Toyota
1103,Maruti Swift,Pune,2015,131000.0,Diesel,Manual,26.59,1248,74.0,Black/Silver,5.0,3.6,Maruti
1104,Maruti Swift,Jaipur,2015,68310.0,Diesel,Manual,23.4,1248,74.0,Others,5.0,5.95,Maruti
1105,Toyota Fortuner,Jaipur,2015,100000.0,Diesel,Automatic,12.55,2982,168.5,White,7.0,19.0,Toyota
1106,Chevrolet Beat,Kochi,2012,32717.0,Petrol,Manual,18.6,1199,79.4,Others,5.0,2.55,Chevrolet
1107,Jeep Compass,Coimbatore,2018,33218.0,Diesel,Manual,17.1,1956,170.0,Others,5.0,19.05,Jeep
1108,Hyundai i10,Kolkata,2007,71600.0,Petrol,Manual,20.36,1197,78.9,White,5.0,2.0,Hyundai
1109,Toyota Fortuner,Hyderabad,2016,55547.0,Diesel,Automatic,12.55,2982,168.5,Others,7.0,24.99,Toyota
1110,Toyota Corolla,Kolkata,2018,5000.0,Petrol,Automatic,14.28,1798,138.03,White,5.0,16.95,Toyota
1111,Skoda Superb,Delhi,2014,38000.0,Petrol,Automatic,13.7,1798,157.75,Others,5.0,11.6,Skoda
1112,Mahindra Scorpio,Pune,2014,87200.0,Diesel,Manual,15.4,2523,75.0,Black/Silver,7.0,7.75,Mahindra
1113,Land Rover Freelander,Chennai,2011,109000.0,Diesel,Automatic,12.39,2179,147.51,White,5.0,16.5,Land
1114,Mercedes-Benz CLS-Class,Hyderabad,2010,29000.0,Diesel,Automatic,9.9,3498,271.72,Others,4.0,32.0,Mercedes-Benz
1115,Hyundai Verna,Chennai,2012,92000.0,Diesel,Manual,22.32,1582,126.32,White,5.0,4.0,Hyundai
1116,BMW 5,Delhi,2006,48000.0,Petrol,Automatic,11.62,2979,306.0,Others,5.0,6.99,BMW
1117,Maruti Ertiga,Kochi,2015,58734.0,Diesel,Manual,20.77,1248,88.76,Black/Silver,7.0,6.91,Maruti
1118,Tata Indigo,Pune,2015,83000.0,Petrol,Manual,15.64,1193,64.08,Others,5.0,2.7,Tata
1119,Hyundai Grand,Kolkata,2017,14000.0,Diesel,Manual,24.0,1186,73.97,Black/Silver,5.0,4.9,Hyundai
1120,Land Rover Freelander,Pune,2014,85000.0,Diesel,Automatic,12.39,2179,147.51,Others,5.0,23.0,Land
1121,Hyundai Verna,Kochi,2018,33858.0,Petrol,Automatic,17.01,1591,121.3,Black/Silver,5.0,9.03,Hyundai
1122,Maruti Alto,Kochi,2017,27718.0,Petrol,Manual,22.74,796,47.3,Black/Silver,5.0,3.28,Maruti
1123,Hyundai Xcent,Kochi,2016,48163.0,Petrol,Manual,19.1,1197,82.0,Others,5.0,4.85,Hyundai
1124,BMW 5,Hyderabad,2009,79000.0,Diesel,Automatic,18.48,1995,177.0,White,5.0,15.0,BMW
1125,Honda Amaze,Kolkata,2013,40000.0,Petrol,Manual,18.0,1198,86.7,White,5.0,2.9,Honda
1126,Maruti Zen,Delhi,2007,64000.0,Petrol,Manual,18.2,998,67.1,White,5.0,1.11,Maruti
1127,BMW X5,Bangalore,2009,90000.0,Diesel,Automatic,11.0,2993,235.0,White,5.0,17.75,BMW
1128,Tata Indigo,Coimbatore,2013,59138.0,Diesel,Manual,17.0,1405,70.0,Others,5.0,2.58,Tata
1129,Maruti Swift,Kolkata,2014,45000.0,Petrol,Manual,19.1,1197,85.8,Others,5.0,3.99,Maruti
1130,Hyundai Creta,Ahmedabad,2017,25000.0,Petrol,Automatic,13.0,1591,121.3,White,5.0,12.75,Hyundai
1131,Maruti Ciaz,Chennai,2015,30000.0,Petrol,Manual,20.73,1373,91.1,Others,5.0,6.7,Maruti
1132,Honda CR-V,Bangalore,2006,66000.0,Petrol,Automatic,10.1,2354,152.0,White,5.0,3.9,Honda
1133,Ford Figo,Kolkata,2015,72035.0,Diesel,Manual,25.5,1498,99.0,Others,5.0,2.5,Ford
1134,Toyota Innova,Pune,2014,160000.0,Diesel,Manual,12.99,2494,100.0,White,8.0,12.0,Toyota
1135,Hyundai Creta,Delhi,2016,68000.0,Petrol,Manual,15.29,1591,121.3,Black/Silver,5.0,9.85,Hyundai
1136,Maruti A-Star,Pune,2011,69000.0,Petrol,Manual,19.0,998,66.1,White,5.0,1.95,Maruti
1137,Toyota Fortuner,Hyderabad,2018,39927.0,Diesel,Manual,12.55,2982,168.5,Others,7.0,32.1,Toyota
1138,Maruti Ertiga,Coimbatore,2016,85827.0,Diesel,Manual,20.77,1248,88.76,White,7.0,7.5,Maruti
1139,Toyota Fortuner,Coimbatore,2017,68319.0,Diesel,Automatic,12.55,2982,168.5,Others,7.0,25.12,Toyota
1140,Maruti Wagon,Hyderabad,2007,65047.0,LPG,Manual,17.3,1061,57.5,Others,5.0,1.95,Maruti
1141,Honda Brio,Chennai,2013,58581.0,Petrol,Manual,19.4,1198,86.8,Black/Silver,5.0,3.49,Honda
1142,Hyundai EON,Coimbatore,2015,31412.0,Petrol,Manual,21.1,814,55.2,White,5.0,3.42,Hyundai
1143,Hyundai i20,Delhi,2014,43900.0,Diesel,Manual,22.54,1396,88.73,Others,5.0,6.75,Hyundai
1144,Maruti Swift,Delhi,2010,72425.0,Petrol,Manual,17.5,1197,85.8,Black/Silver,5.0,2.45,Maruti
